km_cluster,state_y,county_name,party,county_fips,2_or_more_cars_p,0_or_1_car_p,EV DC Fast Count,EV Level1 EVSE Num,EV Level2 EVSE Num,nhb_percentage,hisp_percentage,pov_percentage,white_percentage,state_po,state_party
6,GEORGIA,HALL,REPUBLICAN,13139,0.6809841860756127,0.3190158139243872,0.0,0.0,38.0,0.0718459285265945,0.2814488597220875,0.1445134491046688,0.6112083526824215,GA,DEMOCRAT
2,GEORGIA,HANCOCK,DEMOCRAT,13141,0.4680708793045803,0.5319291206954196,0.0,0.0,0.0,0.7229056824838899,0.0192149970708845,0.1670767428236672,0.2422964264792032,GA,DEMOCRAT
0,GEORGIA,HARALSON,REPUBLICAN,13143,0.6494428468727533,0.3505571531272466,0.0,0.0,0.0,0.0465188561956071,0.0157134963392733,0.1527144633236634,0.9105539439149054,GA,DEMOCRAT
6,GEORGIA,HARRIS,REPUBLICAN,13145,0.7817075176838295,0.2182924823161704,1.0,0.0,0.0,0.1608812146472164,0.0343852337005061,0.0673116999106877,0.7703185471866627,GA,DEMOCRAT
0,GEORGIA,HART,REPUBLICAN,13147,0.6678311208703464,0.3321688791296536,0.0,0.0,0.0,0.1842690491982365,0.037142522726386,0.1675705200733487,0.7490928953220709,GA,DEMOCRAT
6,GEORGIA,HEARD,REPUBLICAN,13149,0.7037202049454221,0.2962797950545778,0.0,0.0,0.0,0.0929177014644172,0.026719191573178,0.1530358825040678,0.8486768861865205,GA,DEMOCRAT
4,GEORGIA,HENRY,DEMOCRAT,13151,0.706377157099125,0.293622842900875,0.0,0.0,2.0,0.4186492067580329,0.0665997912402228,0.1030694917015729,0.4509753419458038,GA,DEMOCRAT
3,GEORGIA,HOUSTON,REPUBLICAN,13153,0.6366615609304314,0.3633384390695686,2.0,0.0,2.0,0.302422172703419,0.065769174984507,0.1543492306272333,0.5685381258158516,GA,DEMOCRAT
3,GEORGIA,IRWIN,REPUBLICAN,13155,0.4725007596475236,0.5274992403524764,0.0,0.0,0.0,0.2949935261113509,0.0145662494605092,0.2603582218385843,0.6726370306430729,GA,DEMOCRAT
6,GEORGIA,JACKSON,REPUBLICAN,13157,0.7331850776073341,0.2668149223926658,4.0,0.0,14.0,0.0649988594023268,0.0737586495323549,0.1090107216181279,0.8199072313892479,GA,DEMOCRAT
0,GEORGIA,JASPER,REPUBLICAN,13159,0.6475329270689993,0.3524670729310006,0.0,0.0,0.0,0.2090104468949506,0.039103308183401,0.1752031340684852,0.738827626233314,GA,DEMOCRAT
3,GEORGIA,JEFF DAVIS,REPUBLICAN,13161,0.5702087286527514,0.4297912713472486,0.0,0.0,0.0,0.163031152024548,0.1170035354546061,0.2047895403909012,0.7140951237409112,GA,DEMOCRAT
2,GEORGIA,JEFFERSON,DEMOCRAT,13163,0.513995364592619,0.486004635407381,0.0,0.0,0.0,0.5379786964240426,0.0365204159269591,0.2403626680192746,0.4192873446614253,GA,DEMOCRAT
3,GEORGIA,JENKINS,REPUBLICAN,13165,0.5294807861542974,0.4705192138457025,8.0,0.0,0.0,0.3327291265435595,0.0846267134926928,0.2901325478645066,0.5602129828933953,GA,DEMOCRAT
3,GEORGIA,JOHNSON,REPUBLICAN,13167,0.6024992561737579,0.3975007438262422,0.0,0.0,0.0,0.3346351490236382,0.0235354573484069,0.2190133607399794,0.6255909558067831,GA,DEMOCRAT
6,GEORGIA,JONES,REPUBLICAN,13169,0.7,0.3,0.0,0.0,0.0,0.245201064873196,0.0155877819812246,0.1484517304189435,0.7163373966652655,GA,DEMOCRAT
3,GEORGIA,LAMAR,REPUBLICAN,13171,0.6754082914572864,0.3245917085427136,0.0,0.0,0.0,0.2912547939285907,0.0236590503970183,0.1874898719818506,0.6497056122724572,GA,DEMOCRAT
3,GEORGIA,LANIER,REPUBLICAN,13173,0.6095596133190118,0.3904403866809882,0.0,0.0,0.0,0.2418483503762299,0.055373335905846,0.2293073509550453,0.6867644221493343,GA,DEMOCRAT
3,GEORGIA,LAURENS,REPUBLICAN,13175,0.5080020950939883,0.4919979049060117,14.0,0.0,8.0,0.3708296427516976,0.0261714960563499,0.260997933274284,0.5767430089839302,GA,DEMOCRAT
6,GEORGIA,LEE,REPUBLICAN,13177,0.7033996523082866,0.2966003476917133,14.0,0.0,2.0,0.2017513970287583,0.0285879787379037,0.1331266185089273,0.7216164644950253,GA,DEMOCRAT
2,GEORGIA,LIBERTY,DEMOCRAT,13179,0.565599173553719,0.434400826446281,0.0,0.0,32.0,0.3989019127970631,0.1263122303084948,0.1617021961744058,0.3961647452824113,GA,DEMOCRAT
3,GEORGIA,LINCOLN,REPUBLICAN,13181,0.6136098130841121,0.3863901869158878,0.0,0.0,0.0,0.315681497627901,0.0165405821259135,0.1931016797025259,0.6582895242979869,GA,DEMOCRAT
3,GEORGIA,LONG,REPUBLICAN,13183,0.6368505623995715,0.3631494376004285,0.0,0.0,0.0,0.2345781009032826,0.1125247851949768,0.197565543071161,0.5836087243886319,GA,DEMOCRAT
3,GEORGIA,LOWNDES,REPUBLICAN,13185,0.561326349080846,0.438673650919154,13.0,0.0,39.0,0.3620638494702484,0.0553751898203906,0.2427868251557836,0.542816498228343,GA,DEMOCRAT
6,GEORGIA,LUMPKIN,REPUBLICAN,13187,0.701776976564512,0.298223023435488,0.0,0.0,0.0,0.0182779881693843,0.0478858251697912,0.1642828080498262,0.9064818002566428,GA,DEMOCRAT
3,GEORGIA,MCDUFFIE,REPUBLICAN,13189,0.5981735159817352,0.4018264840182648,2.0,0.0,0.0,0.4025955902874686,0.0296306633175179,0.2461159177597916,0.5378174713926877,GA,DEMOCRAT
3,GEORGIA,MCINTOSH,REPUBLICAN,13191,0.6721365821316094,0.3278634178683905,0.0,0.0,10.0,0.3415014164305949,0.0098441926345609,0.196671388101983,0.6187677053824363,GA,DEMOCRAT
2,GEORGIA,MACON,DEMOCRAT,13193,0.532634282045795,0.467365717954205,0.0,0.0,0.0,0.6059347181008902,0.0422106824925816,0.2321216617210682,0.325593471810089,GA,DEMOCRAT
6,GEORGIA,MADISON,REPUBLICAN,13195,0.7313293502613891,0.2686706497386109,0.0,0.0,0.0,0.0876816608996539,0.0517301038062283,0.1726643598615917,0.8240138408304498,GA,DEMOCRAT
3,GEORGIA,MARION,REPUBLICAN,13197,0.6361453017111978,0.3638546982888022,0.0,0.0,0.0,0.3020980669495521,0.071074964639321,0.2068599717114568,0.5927628477133428,GA,DEMOCRAT
3,GEORGIA,MERIWETHER,REPUBLICAN,13199,0.6033615507299718,0.3966384492700282,0.0,0.0,0.0,0.3853549945531189,0.0212665182588926,0.2132809169705868,0.5632548666698243,GA,DEMOCRAT
3,GEORGIA,MILLER,REPUBLICAN,13201,0.5986956521739131,0.401304347826087,0.0,0.0,0.0,0.3031185743660041,0.0058259081562714,0.2229266620973269,0.682145305003427,GA,DEMOCRAT
3,GEORGIA,MITCHELL,REPUBLICAN,13205,0.552921789833946,0.447078210166054,0.0,0.0,0.0,0.4653174037089871,0.0452924393723252,0.2144703994293866,0.460413694721826,GA,DEMOCRAT
6,GEORGIA,MONROE,REPUBLICAN,13207,0.6844843415281037,0.3155156584718963,4.0,0.0,3.0,0.2333209922251018,0.0233617178822658,0.1338393187708256,0.7181044057756386,GA,DEMOCRAT
3,GEORGIA,MONTGOMERY,REPUBLICAN,13209,0.6656794998354723,0.3343205001645278,0.0,0.0,0.0,0.2591854803010181,0.0651837096060203,0.1882470119521912,0.6455289951305887,GA,DEMOCRAT
6,GEORGIA,MORGAN,REPUBLICAN,13211,0.7037259615384616,0.2962740384615384,0.0,0.0,0.0,0.2331231148889498,0.0321908417877707,0.1032629558541266,0.7158760625171374,GA,DEMOCRAT
6,GEORGIA,MURRAY,REPUBLICAN,13213,0.6823379021376323,0.3176620978623677,0.0,0.0,0.0,0.0107187097100386,0.1475592183431504,0.1521096139747705,0.8288545642996182,GA,DEMOCRAT
2,GEORGIA,MUSCOGEE,DEMOCRAT,13215,0.5135620646152159,0.4864379353847841,3.0,0.0,22.0,0.4517211572685208,0.0755478720699649,0.2038084100269487,0.4070015762444704,GA,DEMOCRAT
4,GEORGIA,NEWTON,DEMOCRAT,13217,0.6699612297275159,0.330038770272484,0.0,0.0,4.0,0.4334863892879612,0.0538325023240091,0.1767373728837432,0.476144867930552,GA,DEMOCRAT
6,GEORGIA,OCONEE,REPUBLICAN,13219,0.7992820591155579,0.200717940884442,0.0,0.0,0.0,0.0541643028878623,0.0487343652916227,0.0584866412729286,0.8457465488829456,GA,DEMOCRAT
6,GEORGIA,OGLETHORPE,REPUBLICAN,13221,0.7151752357231809,0.2848247642768191,0.0,0.0,1.0,0.1774215367965368,0.0437635281385281,0.1498917748917748,0.7574404761904762,GA,DEMOCRAT
6,GEORGIA,PAULDING,REPUBLICAN,13223,0.7470270476626772,0.2529729523373227,0.0,0.0,4.0,0.1819045174537987,0.0609022073921971,0.0936794147843942,0.7207520533880903,GA,DEMOCRAT
3,GEORGIA,PEACH,REPUBLICAN,13225,0.5391467880827476,0.4608532119172523,16.0,0.0,0.0,0.4455610769116665,0.0748349773789216,0.1999554995179114,0.4593562263591189,GA,DEMOCRAT
6,GEORGIA,PICKENS,REPUBLICAN,13227,0.7232497255299384,0.2767502744700617,1.0,0.0,6.0,0.0132654385054488,0.030649974052932,0.0949662688116242,0.8726647638816813,GA,DEMOCRAT
0,GEORGIA,PIERCE,REPUBLICAN,13229,0.6645927601809956,0.3354072398190045,0.0,0.0,0.0,0.0955959089960342,0.0504070131496556,0.2149864328950115,0.8407952410770194,GA,DEMOCRAT
6,GEORGIA,PIKE,REPUBLICAN,13231,0.7728463806092368,0.2271536193907631,0.0,0.0,0.0,0.0999889392766286,0.0154297091029753,0.1283043911071784,0.8679902665634333,GA,DEMOCRAT
0,GEORGIA,POLK,REPUBLICAN,13233,0.6386649790153887,0.3613350209846113,0.0,0.0,12.0,0.1221018235986641,0.1312558564186348,0.1770019941856274,0.7200691958386392,GA,DEMOCRAT
3,GEORGIA,PULASKI,REPUBLICAN,13235,0.5986376735656275,0.4013623264343725,0.0,0.0,0.0,0.3459938025675077,0.0409915891987605,0.2223992917220008,0.5950420540061975,GA,DEMOCRAT
3,GEORGIA,PUTNAM,REPUBLICAN,13237,0.6806004618937644,0.3193995381062355,0.0,0.0,1.0,0.2616379109891643,0.0642235967074361,0.1579314514253825,0.6549783751104497,GA,DEMOCRAT
2,GEORGIA,QUITMAN,REPUBLICAN,13239,0.4817987152034261,0.5182012847965739,0.0,0.0,0.0,0.523725834797891,0.0026362038664323,0.227152899824253,0.3848857644991212,GA,DEMOCRAT
0,GEORGIA,RABUN,REPUBLICAN,13241,0.6035349687642846,0.3964650312357153,1.0,0.0,9.0,0.0170140365801786,0.0808774381722063,0.1896457434526341,0.8698426201616334,GA,DEMOCRAT
2,GEORGIA,RANDOLPH,DEMOCRAT,13243,0.4648318042813455,0.5351681957186545,0.0,0.0,0.0,0.6217017073514887,0.0135459291660787,0.3578382954705799,0.3490898828841541,GA,DEMOCRAT
2,GEORGIA,RICHMOND,DEMOCRAT,13245,0.5003533568904593,0.4996466431095406,15.0,0.0,16.0,0.557005504732879,0.0484406565969929,0.2231476747591369,0.3506797774281133,GA,DEMOCRAT
2,GEORGIA,ROCKDALE,DEMOCRAT,13247,0.6097113462861636,0.3902886537138363,0.0,0.0,0.0,0.5219467256855894,0.1015380121558009,0.1504757838918785,0.3313186010717776,GA,DEMOCRAT
3,GEORGIA,SCHLEY,REPUBLICAN,13249,0.6180074587107085,0.3819925412892914,0.0,0.0,0.0,0.2964881980426022,0.0514296680099788,0.2132028401458453,0.6486279025139129,GA,DEMOCRAT
3,GEORGIA,SCREVEN,REPUBLICAN,13251,0.6151797603195739,0.3848202396804261,0.0,0.0,0.0,0.4194424588992137,0.0197283774124374,0.2175125089349535,0.5449606862044317,GA,DEMOCRAT
3,GEORGIA,SEMINOLE,REPUBLICAN,13253,0.5578947368421052,0.4421052631578947,0.0,0.0,0.0,0.3293824819248548,0.0308166409861325,0.2410809529453597,0.6158587175536329,GA,DEMOCRAT
3,GEORGIA,SPALDING,REPUBLICAN,13255,0.5674276007788872,0.4325723992211128,2.0,0.0,6.0,0.3352493085492668,0.0441910412707242,0.2117152613606514,0.5903984919420882,GA,DEMOCRAT
0,GEORGIA,STEPHENS,REPUBLICAN,13257,0.6485002112378538,0.3514997887621461,0.0,0.0,2.0,0.1120112167004206,0.0328322168562081,0.156060133977255,0.8260632497273719,GA,DEMOCRAT
2,GEORGIA,STEWART,DEMOCRAT,13259,0.5021905805038336,0.4978094194961664,0.0,0.0,0.0,0.5410460112545514,0.1721284342932803,0.244620986428335,0.2462760675273088,GA,DEMOCRAT
2,GEORGIA,SUMTER,DEMOCRAT,13261,0.4989794182684129,0.501020581731587,0.0,0.0,5.0,0.5250395361096468,0.0541644702161307,0.2589615181866104,0.3953940432261466,GA,DEMOCRAT
2,GEORGIA,TALBOT,DEMOCRAT,13263,0.5986984815618221,0.4013015184381778,0.0,0.0,0.0,0.5780809031044214,0.0075258701787394,0.1887739103167137,0.4049858889934148,GA,DEMOCRAT
2,GEORGIA,TALIAFERRO,DEMOCRAT,13265,0.5032679738562091,0.4967320261437908,2.0,0.0,0.0,0.6474474474474474,0.0156156156156156,0.2798798798798799,0.3297297297297297,GA,DEMOCRAT
3,GEORGIA,TATTNALL,REPUBLICAN,13267,0.6010683501274736,0.3989316498725264,0.0,0.0,0.0,0.290892596536899,0.1096122746814972,0.1686585413954956,0.581785193073798,GA,DEMOCRAT
3,GEORGIA,TAYLOR,REPUBLICAN,13269,0.5935408786732616,0.4064591213267384,1.0,0.0,0.0,0.3844745514463566,0.0253875259367752,0.2586354204808983,0.572683998535335,GA,DEMOCRAT
3,GEORGIA,TELFAIR,REPUBLICAN,13271,0.5483674711011965,0.4516325288988035,0.0,0.0,0.0,0.383990071362085,0.1174681973316785,0.2244492708656531,0.4915916847657462,GA,DEMOCRAT
2,GEORGIA,TERRELL,DEMOCRAT,13273,0.53279950723745,0.46720049276255,0.0,0.0,0.0,0.586409301275539,0.0273168529179365,0.306242239530421,0.3554577266057117,GA,DEMOCRAT
3,GEORGIA,THOMAS,REPUBLICAN,13275,0.5605693868142001,0.4394306131857999,0.0,0.0,0.0,0.3629331544824503,0.036910350994858,0.204225352112676,0.5758551307847083,GA,DEMOCRAT
3,GEORGIA,TIFT,REPUBLICAN,13277,0.4930269624120069,0.5069730375879931,13.0,0.0,35.0,0.300024685262898,0.1150580103678104,0.2349049617378425,0.5616637867193286,GA,DEMOCRAT
3,GEORGIA,TOOMBS,REPUBLICAN,13279,0.5299432855906949,0.470056714409305,0.0,0.0,1.0,0.2557675244010647,0.1158311150547175,0.2338065661047027,0.6034087548062703,GA,DEMOCRAT
0,GEORGIA,TOWNS,REPUBLICAN,13281,0.6506175423906218,0.3493824576093782,0.0,0.0,6.0,0.0118244722781816,0.012262415695892,0.1464482788823684,0.9463957256722432,GA,DEMOCRAT
3,GEORGIA,TREUTLEN,REPUBLICAN,13283,0.6035592578568725,0.3964407421431276,0.0,0.0,0.0,0.2704736609119079,0.0180020658108307,0.2005312084993359,0.7091633466135459,GA,DEMOCRAT
3,GEORGIA,TROUP,REPUBLICAN,13285,0.5619691663647708,0.4380308336352292,2.0,0.0,9.0,0.3550032963568091,0.0367328804425717,0.1996732307163126,0.5669017112391436,GA,DEMOCRAT
3,GEORGIA,TURNER,REPUBLICAN,13287,0.5302679457492557,0.4697320542507442,0.0,0.0,0.0,0.4271539814117056,0.0164531524742527,0.3362220547601105,0.541572469228837,GA,DEMOCRAT
3,GEORGIA,TWIGGS,REPUBLICAN,13289,0.5463543385021445,0.4536456614978555,0.0,0.0,0.0,0.4237083534524384,0.0048285852245292,0.2580878802510864,0.5510622887493964,GA,DEMOCRAT
0,GEORGIA,UNION,REPUBLICAN,13291,0.6528114663726572,0.3471885336273428,0.0,0.0,0.0,0.0064983534577387,0.0319648737650933,0.1406366630076838,0.939363336992316,GA,DEMOCRAT
3,GEORGIA,UPSON,REPUBLICAN,13293,0.5872206977655821,0.4127793022344179,0.0,0.0,0.0,0.2778455904790967,0.022886786695148,0.2175007628928898,0.6737107110161733,GA,DEMOCRAT
0,GEORGIA,WALKER,REPUBLICAN,13295,0.6451437239877086,0.3548562760122914,0.0,0.0,5.0,0.0409304893641752,0.0209084040451005,0.1729338602812972,0.910874113681274,GA,DEMOCRAT
6,GEORGIA,WALTON,REPUBLICAN,13297,0.7074165676292037,0.2925834323707962,3.0,0.0,3.0,0.1694070918208849,0.0419828695690764,0.1275906448320241,0.7532618825722274,GA,DEMOCRAT
3,GEORGIA,WARE,REPUBLICAN,13299,0.5644917631825048,0.4355082368174951,0.0,0.0,2.0,0.2957386443439422,0.0410123879884266,0.2198938172420573,0.6352987443467513,GA,DEMOCRAT
2,GEORGIA,WARREN,DEMOCRAT,13301,0.5484562607204116,0.4515437392795883,0.0,0.0,0.0,0.6111111111111112,0.0043022820800598,0.2594463150018705,0.3733632622521511,GA,DEMOCRAT
2,GEORGIA,WASHINGTON,DEMOCRAT,13303,0.6108166870498709,0.3891833129501291,0.0,0.0,4.0,0.5281266800254142,0.0242412394311128,0.2424123943111285,0.4288157959044035,GA,DEMOCRAT
3,GEORGIA,WAYNE,REPUBLICAN,13305,0.5711388003477254,0.4288611996522747,1.0,0.0,4.0,0.1947794537575167,0.0622501427755568,0.1804683038263849,0.7123996371821144,GA,DEMOCRAT
3,GEORGIA,WEBSTER,REPUBLICAN,13307,0.5667574931880108,0.4332425068119891,0.0,0.0,0.0,0.3999234596249522,0.0956754688097971,0.2525832376578645,0.4952162265595101,GA,DEMOCRAT
3,GEORGIA,WHEELER,REPUBLICAN,13309,0.4827052142488384,0.5172947857511616,0.0,0.0,0.0,0.4210857790653735,0.0127220052903388,0.2223201914598816,0.560649955913843,GA,DEMOCRAT
6,GEORGIA,WHITE,REPUBLICAN,13311,0.682171211598205,0.3178287884017949,0.0,0.0,13.0,0.0144150995575221,0.0314228429203539,0.1354397123893805,0.9239836836283186,GA,DEMOCRAT
5,GEORGIA,WHITFIELD,REPUBLICAN,13313,0.6425935687928308,0.3574064312071692,0.0,0.0,6.0,0.0390374486032605,0.3453475719554353,0.1755337075946807,0.5907808452657224,GA,DEMOCRAT
3,GEORGIA,WILCOX,REPUBLICAN,13315,0.5752110514198004,0.4247889485801995,0.0,0.0,0.0,0.3529278770065566,0.0451051322631698,0.1677594392945964,0.584218855980104,GA,DEMOCRAT
3,GEORGIA,WILKES,REPUBLICAN,13317,0.5635473060067028,0.4364526939932972,0.0,0.0,0.0,0.424726831242412,0.0480574666127074,0.2361392148927559,0.5096114933225415,GA,DEMOCRAT
3,GEORGIA,WILKINSON,REPUBLICAN,13319,0.5823293172690763,0.4176706827309236,0.0,0.0,0.0,0.3929279576999339,0.0276492619519718,0.2468605419695968,0.5671954174928399,GA,DEMOCRAT
3,GEORGIA,WORTH,REPUBLICAN,13321,0.648668823090321,0.351331176909679,0.0,0.0,0.0,0.2823876839659179,0.0208656080557707,0.2058965917893106,0.6729279628195197,GA,DEMOCRAT
4,HAWAII,HAWAII,DEMOCRAT,15001,0.6185318365199088,0.3814681634800912,4.0,0.0,51.0,0.0062178105616772,0.1265519230185471,0.1635400540327231,0.3035849801171721,HI,DEMOCRAT
4,HAWAII,HONOLULU,DEMOCRAT,15003,0.5627317229756841,0.4372682770243158,16.0,0.0,316.0,0.0221953792786425,0.0977706406598369,0.0844023822493666,0.1854292767187977,HI,DEMOCRAT
4,HAWAII,KAUAI,DEMOCRAT,15007,0.6794086307938199,0.3205913692061801,0.0,0.0,48.0,0.006528713731314,0.1093069195959482,0.0838505400899449,0.2963139386637152,HI,DEMOCRAT
4,HAWAII,MAUI,DEMOCRAT,15009,0.6350370343074032,0.3649629656925968,9.0,0.0,53.0,0.0051669580895565,0.1124267157144499,0.095836787047513,0.3038885292320351,HI,DEMOCRAT
0,IDAHO,ADA,REPUBLICAN,16001,0.62417551158284,0.37582448841716,12.0,0.0,37.0,0.0127384251163541,0.0803448925237416,0.1075704177988216,0.8492978397137554,ID,REPUBLICAN
6,IDAHO,ADAMS,REPUBLICAN,16003,0.7295522388059701,0.2704477611940298,0.0,0.0,0.0,0.0027369992535456,0.0350833540681761,0.1127146056232893,0.9243592933565564,ID,REPUBLICAN
0,IDAHO,BANNOCK,REPUBLICAN,16005,0.6638565545864272,0.3361434454135728,5.0,0.0,4.0,0.0064186210544877,0.0845353553165226,0.1652383471462999,0.840286839475695,ID,REPUBLICAN
